Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09872595220804214,0.0991551716573784,0.09872595220804214,0.09872595220804214,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09400454041387873,0.09400454041387873,0.09357532113790512,0.09357532113790512,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08713631386494138,0.08713631386494138,0.08670710027217865,0.08670710027217865,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08885320276021957,0.08928242219541198,0.08885320276021957,0.08885320276021957,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09142927080392838,0.09185848448432772,0.09142927080392838,0.09142927080392838,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09700906276702881,0.09743828211413315,0.09700906276702881,0.09700906276702881,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10173041373491287,0.10216040087476655,0.10173041373491287,0.10173041373491287,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10602336376905441,0.10645258305165159,0.10602336376905441,0.10602336376905441,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11160320788621904,0.112032427275847,0.11160320788621904,0.11160320788621902,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12190518528223038,0.12233440471713708,0.12190518528223038,0.12190518528223038,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12362203747034073,0.1240512568563284,0.12362203747034073,0.12362203747034073,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.1210467317101298,0.1210467317101298,0.12061752378940582,0.12061752378940582,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11761300898616288,0.11761300898616288,0.11718378961086273,0.11718378961086273,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11847144365310668,0.11932988245717048,0.11847144365310668,0.11847144365310669,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11632530606367941,0.11632530606367941,0.11589609831571579,0.11589609831571579,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11117399375149932,0.11117399375149932,0.11074477434158325,0.11074477434158325,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10645258305165159,0.10645258305165159,0.10602336376905441,0.10602336376905441,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10430649142583899,0.10430649142583899,0.10387728363275528,0.10387728363275528,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.1094570979475975,0.1098863172413386,0.1094570979475975,0.1094570979475975,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.10945708396818098,0.10945708396818098,0.10859865695238113,0.10859865695238113,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10516495142137225,0.10516495142137225,0.10473573207855225,0.10473573207855225,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.10516497492790222,0.10559419436666159,0.10516497492790222,0.10516497492790222,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10731102526187897,0.10816945239418428,0.10731102526187897,0.10731102526187897,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10688182599602326,0.10688182599602326,0.10645260661840439,0.10645260661840439,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.11289086192846298,0.11332008134598073,0.11289086192846298,0.11289086192846298,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.1098863172413386,0.1098863172413386,0.1094570979475975,0.1094570979475975,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.11160320788621904,0.11246163520342488,0.11160320788621904,0.11160320788621902,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.11289086192846298,0.11374930076349847,0.11289086192846298,0.11289086192846298,35548800,0.0,0.0
1981-01-23 00:00:00-05:00,0.11289085336523391,0.11332007275019362,0.1124616339802742,0.1124616339802742,11222400,0.0,0.0
